cfo,7 snr=0,13 snr=0,7 snr=100,13 snr=100
0.042011,0.23887,0.23633,0.31008,0.32515
0.042819,0.23975,0.23543,0.30809,0.32598
0.043567,0.2374,0.2377,0.31784,0.32214
0.0445,0.23102,0.24235,0.31959,0.32136
0.044933,0.24003,0.2333,0.30948,0.32426
0.04552,0.23697,0.23374,0.30278,0.32581
0.045558,0.23354,0.23209,0.31872,0.32411
0.046274,0.23394,0.23519,0.31244,0.31868
0.046651,0.23706,0.23793,0.2944,0.31953
0.046847,0.23843,0.23581,0.3001,0.32224
0.047007,0.23811,0.23491,0.31154,0.32585
0.047792,0.23819,0.23555,0.31,0.32825
0.048624,0.2348,0.23249,0.31299,0.32408
0.049514,0.23631,0.23733,0.30043,0.32543
0.050081,0.23819,0.24278,0.30679,0.32765
0.050913,0.23728,0.23641,0.31445,0.32144
0.051819,0.23754,0.23646,0.30938,0.31779
0.05206,0.23402,0.23819,0.30772,0.33186
0.05228,0.24186,0.2336,0.31781,0.32813
0.052507,0.2375,0.24225,0.30395,0.32399
0.052659,0.2399,0.23458,0.30743,0.32767
0.053397,0.23827,0.23652,0.31373,0.32099
0.053523,0.23233,0.23866,0.29966,0.32784
0.054191,0.23438,0.23573,0.30507,0.32628
0.054755,0.23562,0.23819,0.30274,0.32678
0.055346,0.23742,0.23967,0.31901,0.32772
0.055704,0.23372,0.23701,0.30997,0.32641
0.056048,0.23719,0.23422,0.31115,0.31683
0.056735,0.23815,0.23955,0.30501,0.31805
0.065542,0.24164,0.23993,0.30261,0.31906
0.067398,0.23664,0.23339,0.29645,0.32622
0.072428,0.2334,0.23834,0.30595,0.32094
0.077448,0.23737,0.23801,0.30521,0.32453
0.086695,0.2416,0.23569,0.31613,0.32324
0.095212,0.23306,0.23448,0.31369,0.3273
0.097418,0.23906,0.23837,0.31231,0.32101
0.10498,0.23412,0.23595,0.31384,0.32744
0.11126,0.23602,0.23825,0.31273,0.32724
0.11647,0.23749,0.23268,0.30753,0.32569
0.12484,0.23665,0.23506,0.31077,0.32581
0.12577,0.23705,0.23696,0.30797,0.32773
0.12814,0.23777,0.23978,0.31539,0.32553
0.12819,0.23609,0.23702,0.31557,0.32743
0.12986,0.23334,0.23802,0.31314,0.32353
0.13543,0.23429,0.23716,0.31271,0.3268
0.14366,0.23644,0.23558,0.31037,0.3274
0.15338,0.23471,0.23888,0.31031,0.32272
0.15927,0.23882,0.23753,0.30067,0.32484
0.16171,0.23485,0.23682,0.31844,0.32426
0.1622,0.23795,0.23995,0.3018,0.3208
0.16476,0.23605,0.23639,0.30331,0.32566
0.17225,0.23558,0.23847,0.31426,0.3293
0.17376,0.23839,0.23997,0.30211,0.32729
0.17908,0.23828,0.23717,0.32055,0.32519
0.18138,0.23684,0.24136,0.31872,0.32053
0.18727,0.23777,0.23468,0.31217,0.32916
0.18891,0.23662,0.23826,0.30739,0.32214
0.19789,0.23583,0.23466,0.30735,0.32318
0.20286,0.23371,0.2392,0.31709,0.32496
0.2059,0.23167,0.23633,0.31014,0.32278
0.20943,0.23504,0.23524,0.3118,0.32564
0.21739,0.23623,0.23739,0.30778,0.32445
0.22119,0.23775,0.23587,0.31253,0.32555
0.22939,0.23412,0.23601,0.30631,0.31661
0.23787,0.23556,0.23394,0.31315,0.32312
0.24464,0.2364,0.23608,0.29803,0.31751
0.25261,0.23413,0.23708,0.3068,0.3246
0.25501,0.23569,0.23301,0.30537,0.32556
0.26035,0.23762,0.23587,0.3081,0.328
0.2619,0.2385,0.23793,0.31273,0.32617
0.26446,0.23976,0.23537,0.28915,0.32903
0.26766,0.2344,0.23581,0.309,0.31515
0.26795,0.23789,0.2364,0.29809,0.32609
0.27233,0.23685,0.23773,0.3172,0.32868
0.27411,0.23948,0.2306,0.30612,0.324
0.276,0.23787,0.2356,0.31654,0.3262
0.28408,0.23682,0.23594,0.31086,0.32807
0.29219,0.2393,0.23864,0.31471,0.32136
0.30115,0.23396,0.23801,0.2987,0.3231
0.30264,0.23605,0.23784,0.31581,0.32389
0.31229,0.23818,0.23596,0.31896,0.32324
0.31627,0.2388,0.23508,0.31793,0.31801
0.31841,0.23658,0.23576,0.3058,0.32583
0.32143,0.23308,0.2374,0.30732,0.32384
0.32149,0.2345,0.23538,0.30573,0.32024
0.32874,0.23783,0.23301,0.30689,0.32094
0.33675,0.23483,0.23406,0.30469,0.32553
0.34249,0.23592,0.23727,0.29437,0.32226
0.35211,0.23852,0.23633,0.32292,0.32249
0.36021,0.23617,0.23557,0.31539,0.32251
0.37009,0.23802,0.23508,0.30588,0.31353
0.37665,0.23508,0.23871,0.317,0.32777
0.37943,0.23276,0.23676,0.30451,0.32517
0.38635,0.23149,0.23763,0.31185,0.32661
0.39302,0.23412,0.242,0.31476,0.32821
0.39689,0.23767,0.2402,0.30599,0.32367
0.4009,0.23571,0.2335,0.31061,0.32371
0.40607,0.22935,0.23385,0.30408,0.32879
0.41101,0.2407,0.23443,0.30166,0.31874
0.41146,0.23562,0.23321,0.30539,0.32199
0.41711,0.2376,0.23771,0.30922,0.3197
0.41966,0.2348,0.23406,0.32159,0.32314
0.41966,0.23277,0.23673,0.31245,0.32365
0.42776,0.23433,0.23712,0.30219,0.32879
0.43334,0.23447,0.23808,0.30933,0.32897
0.44218,0.23711,0.23465,0.30105,0.32285
0.44438,0.23784,0.23842,0.31068,0.32389
0.4495,0.23742,0.23958,0.31297,0.32377
0.45466,0.23579,0.23503,0.30318,0.32047
0.45571,0.23712,0.23668,0.30747,0.32559
0.46176,0.23401,0.23558,0.30885,0.32819
0.46755,0.23776,0.24183,0.30772,0.32543
0.47639,0.23528,0.23627,0.30027,0.32454
0.47715,0.23771,0.22968,0.31597,0.32122
0.48661,0.23122,0.22663,0.30994,0.31904
0.49414,0.23416,0.23786,0.31317,0.32084
0.50063,0.23561,0.23687,0.29865,0.32179
0.50331,0.23624,0.2371,0.31405,0.32681
0.50663,0.23364,0.23912,0.31037,0.32508
0.51623,0.23818,0.23594,0.31324,0.32917
0.51921,0.2342,0.23599,0.30685,0.32789
0.52596,0.23795,0.23586,0.32519,0.32398
0.52637,0.23744,0.23607,0.30491,0.32913
0.53455,0.23537,0.24184,0.3084,0.32957
0.53702,0.23542,0.23655,0.32515,0.32782
0.54253,0.23573,0.23362,0.29924,0.32402
0.54978,0.23903,0.23669,0.30449,0.32778
0.55157,0.23715,0.23613,0.30146,0.32035
