cfo,7 snr=0,13 snr=0,7 snr=100,13 snr=100
0.00026838,0.23816,0.23666,0.095824,0.20891
0.0002748,0.24023,0.23191,0.10461,0.20683
0.00027903,0.23794,0.2379,0.093533,0.21481
0.00028555,0.24049,0.23588,0.097744,0.21947
0.00029515,0.23903,0.23488,0.10022,0.21656
0.00029589,0.23803,0.23884,0.098596,0.21157
0.0003046,0.23776,0.23232,0.10297,0.212
0.00030827,0.24052,0.23352,0.10829,0.2193
0.00031206,0.2361,0.23896,0.11509,0.22544
0.00031574,0.24197,0.23589,0.11118,0.20446
0.00032015,0.23771,0.23996,0.11268,0.20735
0.00032029,0.23388,0.23811,0.10268,0.21255
0.00032611,0.2399,0.23548,0.1177,0.21557
0.00033198,0.24243,0.23663,0.12383,0.2156
0.00033246,0.23591,0.24219,0.11689,0.22277
0.00033737,0.23901,0.23647,0.12389,0.22228
0.00033866,0.23977,0.23611,0.11857,0.2162
0.00034407,0.23735,0.23667,0.10099,0.23297
0.00035269,0.23772,0.23972,0.1118,0.22334
0.00035559,0.23563,0.24119,0.11324,0.22562
0.00035749,0.23599,0.23441,0.10861,0.22265
0.00036162,0.23602,0.2378,0.12305,0.23625
0.00036901,0.23607,0.23808,0.1276,0.21969
0.00037129,0.23905,0.24128,0.12469,0.22081
0.00037224,0.23956,0.23111,0.1204,0.22411
0.00037655,0.23298,0.23666,0.13251,0.21808
0.00037695,0.23879,0.23583,0.12911,0.22529
0.0003789,0.23872,0.23791,0.12099,0.21482
0.00037952,0.2414,0.24242,0.12535,0.21373
0.00038604,0.23712,0.23298,0.11746,0.22595
0.00039393,0.23726,0.24038,0.13489,0.21283
0.00039669,0.23244,0.23319,0.13745,0.21928
0.00040341,0.23971,0.2365,0.12848,0.21152
0.00041301,0.23676,0.23848,0.12886,0.21862
0.00041367,0.24278,0.23552,0.11657,0.22158
0.00041895,0.2373,0.23535,0.12704,0.21692
0.0004233,0.23988,0.23902,0.13437,0.21708
0.00043306,0.23697,0.24153,0.13334,0.21478
0.00043437,0.23614,0.2395,0.135,0.21412
0.0004409,0.23796,0.23821,0.13439,0.22355
0.00044351,0.23567,0.23964,0.13701,0.22284
0.0004457,0.23661,0.23537,0.1298,0.22456
0.00045294,0.23883,0.23746,0.14092,0.22444
0.00047418,0.23813,0.23655,0.12808,0.21735
0.00049507,0.23813,0.23993,0.14226,0.21938
0.00055175,0.23755,0.23727,0.1558,0.21971
0.0005873,0.24016,0.23667,0.16024,0.22537
0.00068064,0.24069,0.23777,0.17298,0.2212
0.0007439,0.23226,0.23888,0.17274,0.21687
0.00081488,0.24153,0.24234,0.18094,0.21611
0.00088744,0.23589,0.23709,0.18612,0.21512
0.00096197,0.23877,0.2365,0.19374,0.22072
0.0010372,0.24029,0.23089,0.19918,0.2202
0.0010897,0.23684,0.23766,0.19894,0.21269
0.0010923,0.23975,0.23508,0.18219,0.20792
0.0011712,0.24106,0.23604,0.18478,0.21667
0.0012154,0.23938,0.23933,0.18551,0.22097
0.0012367,0.2406,0.23323,0.18493,0.22095
0.0012912,0.23596,0.23421,0.18613,0.21308
0.0013159,0.23602,0.24122,0.18784,0.21292
0.001345,0.24001,0.23564,0.1765,0.21935
0.0014326,0.2347,0.23678,0.18821,0.22504
0.0014886,0.23758,0.23885,0.18092,0.22616
0.0015087,0.23429,0.2421,0.17893,0.21426
0.001564,0.23752,0.23869,0.1879,0.22114
0.0016224,0.23346,0.23712,0.18386,0.21328
0.0016871,0.23834,0.239,0.19159,0.21831
0.0017062,0.24195,0.23447,0.1779,0.21841
0.0017274,0.2392,0.24104,0.18563,0.21799
0.0017922,0.23567,0.23757,0.18887,0.21562
0.0017964,0.2339,0.23639,0.18737,0.21919
0.0018054,0.23898,0.23837,0.187,0.22179
0.0018354,0.23812,0.23651,0.18385,0.22389
0.001921,0.23844,0.23806,0.19139,0.22053
0.0020018,0.23836,0.23913,0.18648,0.2169
0.002006,0.24156,0.23425,0.19382,0.2226
0.0020843,0.23544,0.23971,0.18616,0.21344
0.0021733,0.2353,0.23874,0.19454,0.21365
0.002251,0.23838,0.23519,0.18348,0.21232
0.0023488,0.2375,0.23843,0.18812,0.21876
0.0024259,0.23724,0.23545,0.18459,0.21927
0.0025087,0.24047,0.23319,0.18024,0.21897
0.00252,0.23737,0.23848,0.19506,0.21502
0.0025637,0.23794,0.22911,0.18926,0.2228
0.0025869,0.23919,0.2385,0.18577,0.21909
0.0026861,0.23427,0.23522,0.19315,0.21665
0.0027343,0.23768,0.23389,0.18519,0.22077
0.0028001,0.23853,0.23574,0.19347,0.22065
0.0028537,0.23601,0.23614,0.18542,0.21793
0.0029413,0.24143,0.23968,0.18971,0.21445
0.0029577,0.23555,0.23497,0.19414,0.22789
0.0030015,0.23676,0.23534,0.18865,0.2111
0.0030102,0.24063,0.23171,0.19483,0.21657
0.0030344,0.24156,0.24062,0.18627,0.22245
0.0030423,0.23944,0.23697,0.18946,0.21712
0.0030487,0.23993,0.23958,0.19127,0.21788
0.0030677,0.2372,0.23628,0.18684,0.21089
0.0031175,0.23408,0.23464,0.19092,0.21772
0.0031482,0.23465,0.23718,0.1906,0.21541
0.003218,0.23132,0.23854,0.19298,0.22077
0.0032619,0.23631,0.23581,0.19324,0.21288
0.0032698,0.23941,0.23631,0.1942,0.21442
0.0032777,0.23985,0.23803,0.18645,0.22539
0.00329,0.24111,0.23811,0.18552,0.21968
0.0033383,0.24014,0.24038,0.18185,0.21977
0.0033498,0.23515,0.23826,0.19493,0.21398
0.0033813,0.23611,0.24231,0.18582,0.22106
0.0033832,0.23717,0.23941,0.18546,0.21553
0.0034529,0.24002,0.23548,0.191,0.21535
0.0035202,0.23853,0.241,0.18888,0.21278
0.003615,0.23505,0.23824,0.19205,0.22505
0.0036836,0.23496,0.23664,0.17893,0.21766
0.0037224,0.23705,0.24256,0.19041,0.21521
0.0037795,0.23649,0.2359,0.19067,0.21993
0.0038131,0.23678,0.23902,0.18423,0.22197
0.0038136,0.23848,0.23971,0.1929,0.20769
0.0038313,0.23939,0.23499,0.18523,0.22148
0.0039055,0.23718,0.23875,0.19709,0.21539
0.0039847,0.23497,0.24096,0.18411,0.21658
0.0040264,0.23782,0.24146,0.185,0.22506
0.0040729,0.23814,0.24068,0.1895,0.22244
0.004169,0.23642,0.23612,0.18744,0.21365
0.0042446,0.23538,0.23822,0.18662,0.21677
0.0043299,0.23559,0.23771,0.18715,0.22017
0.0043976,0.23668,0.23529,0.17776,0.22146
0.0044403,0.24104,0.23861,0.18278,0.22553
0.0045336,0.23986,0.23167,0.18988,0.21706
0.0045664,0.23657,0.23767,0.19312,0.2195
0.0045731,0.23987,0.23775,0.18606,0.21919
0.0046424,0.23811,0.23976,0.18377,0.21204
0.0046489,0.23881,0.2371,0.19523,0.22136
0.0047456,0.23561,0.24178,0.19471,0.21113
0.0048361,0.23694,0.24149,0.18794,0.2232
0.0048647,0.24109,0.23545,0.18972,0.20748
0.0048858,0.23874,0.23616,0.19041,0.21596
0.0049433,0.2414,0.23832,0.18908,0.21994
0.0049662,0.23611,0.24048,0.19172,0.22149
0.0049743,0.23792,0.23751,0.18366,0.21776
0.0050677,0.23903,0.23762,0.19062,0.22002
0.0051479,0.24197,0.24199,0.18263,0.22227
0.0052053,0.23821,0.23567,0.1835,0.22215
0.0052745,0.23703,0.23717,0.18818,0.21735
0.0056245,0.23554,0.2395,0.18954,0.21372
0.0063005,0.2424,0.23779,0.20046,0.21352
0.0072535,0.23696,0.23707,0.1885,0.22092
0.0080326,0.2388,0.23953,0.19975,0.22001
0.0080539,0.23713,0.23533,0.19529,0.21509
0.0089451,0.24138,0.23544,0.19295,0.21742
0.0089813,0.24096,0.23862,0.1828,0.21712
0.0096764,0.23785,0.23912,0.1862,0.21737
0.010223,0.23842,0.23514,0.18729,0.21589
0.010556,0.23915,0.23919,0.1961,0.22583
0.011004,0.23692,0.24372,0.18265,0.22657
0.01108,0.2396,0.23598,0.1938,0.21906
0.011814,0.23847,0.23805,0.18571,0.21631
0.012694,0.23633,0.24225,0.18451,0.21883
0.013089,0.23968,0.23451,0.18905,0.21515
0.013496,0.23935,0.237,0.19455,0.21395
0.013938,0.23841,0.24123,0.18932,0.21846
0.014292,0.23868,0.24013,0.18888,0.21748
0.015226,0.23507,0.2418,0.19388,0.22358
0.015302,0.23877,0.23879,0.19684,0.22075
0.015478,0.23581,0.23417,0.18774,0.22242
0.016462,0.23814,0.2391,0.18808,0.2114
0.017071,0.23945,0.23829,0.18559,0.21418
0.01803,0.23955,0.2362,0.20201,0.22041
0.018761,0.24024,0.23753,0.18725,0.21966
0.019354,0.23864,0.23519,0.18754,0.21593
0.020312,0.23532,0.23626,0.18313,0.22267
0.020868,0.23606,0.23528,0.18344,0.21611
0.02139,0.23849,0.23742,0.18337,0.21724
0.021849,0.23867,0.23667,0.18383,0.21041
0.022786,0.23737,0.23549,0.18992,0.21988
0.023284,0.23507,0.23755,0.18882,0.22348
0.024011,0.2354,0.23697,0.19573,0.21645
0.024462,0.23716,0.23871,0.18476,0.21758
0.024779,0.2379,0.24111,0.18949,0.21485
0.024898,0.23763,0.24063,0.18662,0.21622
0.025771,0.23262,0.23523,0.19146,0.21596
0.026259,0.23622,0.23896,0.19053,0.21951
0.026265,0.23763,0.23452,0.19661,0.21513
0.026978,0.2391,0.2342,0.19397,0.22091
0.02714,0.23861,0.23513,0.18764,0.21401
0.027507,0.23671,0.23599,0.19607,0.21814
0.027676,0.23885,0.24249,0.19065,0.22559
0.028168,0.238,0.23906,0.18856,0.21559
0.028595,0.23914,0.23897,0.19723,0.22381
0.029589,0.23855,0.23874,0.18353,0.21825
0.029821,0.23891,0.23712,0.18423,0.2183
0.03009,0.23871,0.23619,0.19091,0.22218
0.03093,0.2351,0.23913,0.1919,0.21685
0.031478,0.23853,0.23995,0.18632,0.21717
0.032308,0.24438,0.23736,0.1893,0.21588
0.032948,0.23618,0.23899,0.19278,0.21633
0.033239,0.23725,0.23558,0.19057,0.21085
0.033633,0.23895,0.23977,0.1908,0.22273
0.034617,0.23534,0.2375,0.19204,0.21391
0.034786,0.23296,0.24008,0.18857,0.21833
0.035521,0.23976,0.23632,0.18736,0.22152
0.035677,0.23598,0.23857,0.18897,0.22732
0.035949,0.23885,0.2361,0.19422,0.21749
0.036033,0.23859,0.24205,0.19255,0.21711
0.036334,0.24049,0.23439,0.18998,0.21861
0.037286,0.2406,0.24101,0.18647,0.22264
0.037902,0.23931,0.23798,0.18354,0.22364
0.037945,0.23752,0.23631,0.1968,0.21408
0.038236,0.24047,0.23682,0.19236,0.21933
0.039087,0.24049,0.23746,0.18829,0.22148
0.039307,0.23941,0.23251,0.19092,0.21263
0.039424,0.23874,0.23581,0.19103,0.21769
0.039784,0.23377,0.23952,0.1896,0.20922
0.040696,0.23877,0.23853,0.19236,0.22071
0.041302,0.23874,0.23505,0.18444,0.2176
0.0414,0.23858,0.23918,0.18681,0.21961
0.041857,0.23846,0.2386,0.19591,0.21423
0.042027,0.23346,0.23179,0.18568,0.22256
0.042799,0.24201,0.23927,0.18649,0.21305
0.043202,0.23313,0.23787,0.19053,0.2112
0.043435,0.23838,0.23054,0.18286,0.21795
0.04375,0.2368,0.23772,0.19698,0.21344
0.04435,0.23923,0.23516,0.18743,0.2209
0.044573,0.23578,0.23937,0.1921,0.2191
0.044626,0.23524,0.23464,0.18379,0.21632
0.044861,0.23922,0.24135,0.18941,0.21638
0.045099,0.24149,0.23546,0.18669,0.21012
0.045506,0.23592,0.23806,0.19058,0.21802
0.045593,0.24338,0.23661,0.19209,0.22966
0.04589,0.23984,0.2339,0.18951,0.21867
0.046331,0.23706,0.23701,0.19109,0.21915
0.046631,0.23783,0.23852,0.1844,0.22041
0.047466,0.23184,0.24072,0.18725,0.21582
0.048036,0.23901,0.23691,0.19335,0.21851
0.048098,0.23418,0.23766,0.18348,0.22065
0.048304,0.23732,0.24143,0.1941,0.21606
0.048803,0.24002,0.23907,0.18872,0.21762
0.049607,0.23574,0.24063,0.18315,0.22413
0.049634,0.23975,0.23627,0.19107,0.20997
0.050387,0.23852,0.23494,0.19232,0.21051
0.05042,0.23511,0.23778,0.19184,0.2143
0.050938,0.23667,0.23957,0.18933,0.21867
0.051508,0.2374,0.23587,0.19645,0.21511
0.051508,0.23438,0.23874,0.19902,0.22351
0.052775,0.23978,0.23613,0.1966,0.21844
0.06097,0.23864,0.23787,0.19472,0.22011
0.066813,0.23195,0.24309,0.18919,0.21752
0.075112,0.24069,0.23752,0.18958,0.21897
0.081171,0.23376,0.23216,0.18938,0.21736
0.088974,0.23344,0.23807,0.19421,0.21898
0.0897,0.24117,0.23961,0.19308,0.21777
0.095389,0.239,0.23966,0.18787,0.22645
0.1051,0.24062,0.23451,0.1959,0.22372
0.10865,0.24208,0.2374,0.19656,0.21864
0.1143,0.23424,0.24101,0.18707,0.21712
0.11641,0.23651,0.2348,0.19367,0.21906
0.12263,0.23462,0.23772,0.18757,0.21456
0.12735,0.23503,0.23932,0.19868,0.21774
0.12814,0.2355,0.23691,0.18709,0.21999
0.13354,0.2378,0.23883,0.18413,0.21911
0.13914,0.23556,0.23602,0.18561,0.22176
0.14533,0.2371,0.23778,0.19235,0.21442
0.15212,0.23888,0.2378,0.18541,0.21659
0.16142,0.23511,0.23759,0.18962,0.2132
0.17029,0.23871,0.23651,0.19007,0.22156
0.1781,0.24239,0.23746,0.19026,0.22068
0.18479,0.23736,0.24083,0.19521,0.21984
0.19334,0.23638,0.23932,0.18569,0.20928
0.19569,0.23663,0.24061,0.18381,0.21797
0.19799,0.23425,0.23502,0.1847,0.21799
0.20753,0.23917,0.23947,0.18917,0.21041
0.21597,0.23948,0.23877,0.20022,0.21951
0.22393,0.23637,0.23808,0.18717,0.21501
0.22451,0.23511,0.23217,0.18535,0.22042
0.22585,0.23673,0.23796,0.1904,0.20951
0.22717,0.23972,0.23744,0.18898,0.2262
0.23427,0.24035,0.24371,0.1902,0.21038
0.24108,0.23851,0.23579,0.1974,0.22117
0.24628,0.23444,0.23573,0.19187,0.21757
0.24978,0.23721,0.23753,0.16937,0.22365
0.2584,0.24058,0.23754,0.18715,0.21459
0.26315,0.23929,0.23859,0.19501,0.22002
0.26575,0.23661,0.23715,0.18313,0.21645
0.26997,0.24152,0.24019,0.18972,0.22248
0.27393,0.23703,0.23576,0.19095,0.21801
0.28245,0.24101,0.24374,0.19823,0.21571
0.28899,0.23854,0.23766,0.19134,0.22148
0.29433,0.23439,0.23928,0.18531,0.22066
0.30077,0.24117,0.24019,0.18981,0.22194
0.30335,0.2364,0.23593,0.19337,0.21444
0.30796,0.23654,0.23961,0.19647,0.21488
0.3113,0.24021,0.23826,0.19221,0.21669
0.31625,0.23966,0.23815,0.19966,0.21401
0.32399,0.2373,0.2395,0.1904,0.22265
0.33335,0.23678,0.24253,0.2216,0.2195
0.3378,0.23837,0.23955,0.19387,0.2156
0.34309,0.23279,0.23769,0.18952,0.22188
0.35211,0.23764,0.23556,0.19506,0.21713
0.35889,0.24103,0.23861,0.18284,0.21487
0.36143,0.23591,0.23706,0.18956,0.21968
0.36523,0.24145,0.23673,0.1901,0.22211
0.3666,0.23866,0.23324,0.19192,0.2195
0.37391,0.2398,0.23943,0.19123,0.22065
0.37971,0.23816,0.23611,0.1946,0.21445
0.38706,0.23575,0.24286,0.18646,0.21668
0.39503,0.23743,0.23711,0.19096,0.2151
0.39904,0.24006,0.2333,0.18567,0.21684
0.40098,0.2344,0.23833,0.19248,0.21282
0.40938,0.23521,0.23567,0.18177,0.21916
0.41338,0.23582,0.24047,0.19053,0.22116
0.42014,0.23879,0.23739,0.18939,0.21742
0.42188,0.23721,0.23913,0.19262,0.22124
0.42615,0.23862,0.24079,0.18194,0.22119
0.4288,0.23651,0.23642,0.1934,0.22097
0.43029,0.24115,0.23785,0.19178,0.21748
0.43726,0.239,0.23972,0.19894,0.21834
0.44616,0.23347,0.24028,0.19171,0.21288
0.45288,0.23397,0.23108,0.1832,0.2194
0.45638,0.23985,0.23648,0.18979,0.21936
0.46044,0.23241,0.23871,0.19359,0.21883
0.46561,0.23472,0.23564,0.18348,0.21315
0.47425,0.23718,0.23932,0.19081,0.21805
0.47694,0.23894,0.23781,0.1894,0.2212
0.4862,0.2331,0.23508,0.18691,0.2178
0.48937,0.23636,0.23925,0.1954,0.21601
0.48989,0.2344,0.23852,0.19264,0.2199
0.49291,0.24112,0.2337,0.19887,0.21893
0.49752,0.23728,0.23834,0.18534,0.21691
0.50562,0.23552,0.23774,0.19082,0.21514
0.51074,0.23844,0.2395,0.19086,0.21198
0.51421,0.23651,0.23914,0.19788,0.2128
0.52246,0.24223,0.23597,0.17982,0.21549
0.52368,0.23958,0.24174,0.18882,0.22558
0.52966,0.2343,0.23953,0.19055,0.22615
0.53892,0.23571,0.23892,0.19669,0.2199
0.54486,0.23567,0.24044,0.18316,0.22634
0.54775,0.23615,0.23925,0.19521,0.21743
0.55606,0.23654,0.23769,0.19427,0.21684
0.55945,0.23708,0.23948,0.18808,0.21669
0.56033,0.23953,0.23719,0.19759,0.22064
0.56412,0.2427,0.24003,0.19337,0.21487
0.5691,0.23993,0.235,0.18904,0.22019
0.5697,0.23577,0.24042,0.19119,0.21701
