20,20,20,20,20.2,22.4,29.2,36.2,40,40,40,41.2,52.8,59.8,60,60,60.2,62.6,70,84.8,89.8,91.6,95.4,96.8,98.2,98,98.6,99.2,99,99.6,99.4,98.4,99.4,99.4,99.4
20,20,20,20.2,20.4,23.8,30.2,37.4,40,40,40,41,52.6,60,60,60,60,61.6,68.4,80.6,89.4,91.2,90,94.6,97.8,96.2,97.6,97.2,98.4,99,98.6,98.2,99,98.2,99
20,20,20,20,20.2,23.2,29.2,37,39.8,40,40,40.2,50.4,59.4,60,60,60.4,61,64.8,74.6,82.4,86.6,88.6,89.4,91.8,92,93.2,95.4,94.8,94.4,94.2,95,95,96,97.8
20,20,20,20,20.2,21.2,26,29.2,36.2,39.6,40,40,40,40.2,42.2,42,44.4,47.6,50.4,49.6,51.8,52.6,49.6,49.4,47,45.4,45.4,46.2,42.8,43.4,43,41.6,42.4,40.4,40.4
20,20,20,20,20,20.4,20.8,22,23,25.6,26.6,29.4,31,33.8,37.4,38,38.4,37.6,37,34.8,33.2,30.8,29.4,25.4,27,25,26,27.2,24.6,24,23.2,23.8,24,22.2,21.8
