20,20,20.6,22,25.6,34,37.4,39.8,40,40,40.2,54,59.6,59.6,59.8,60,63.4,76.6,86.4,91.8,94.6,95,97.6,98.2,97.8,98.6,98.8,99.2,99.6,99.4,98.8,99.8,100,99.4,99.8
20,20.4,20.4,21.4,27.4,33.6,38.4,39.8,40,39.8,40.6,50,58.8,60,59.8,60,61.8,69.2,80.2,84.8,88.8,89.4,92.8,92.4,95.8,94.8,95.8,96.2,97.6,96.4,94.4,98.8,96.4,97.6,96.2
20,20,20.2,21.2,26.2,35.4,37.8,39.8,40,40,40.2,45.6,57.4,59.6,60,60,61,61.4,67.4,74.2,78.6,81.8,81.6,82,83.4,81.6,80.8,81.8,81.2,80.6,79.8,81.2,78.6,78.8,76.8
20,20,20,21,22,25,29.8,31.4,33.4,34.4,37.2,39.6,39.6,40,40.2,40.6,41.4,41,41.2,41.6,37.6,36.6,31.8,31,30.2,30.8,27.2,27,26.4,27,25.6,27.2,26.2,25.4,24.4
20,20,20,20,20,20.4,20.8,20.4,20.8,22.8,22,22.2,23.4,23.2,23.2,23.2,22.4,23.4,22.6,23.8,21.6,22.6,21.2,20.8,20.4,20.2,20,20.2,20,20,20,20,20,20,20
